,QRS mean diff,Qtc mean diff,T peak end diff,Twave_amp diff
,Dofetilide 2014,,,
,0.0110162610075475,0.00511701361591647,0.0222729145344163,0.0273725408859046
,0.000962043186571218,0.00185278378207112,0.0522864456603035,0.020236916032269
,'Moxifloxacin + Diltiazem',,,
,0.0177518060175831,0.00128146932037608,0.00219098302773534,0.00567631089002514
,0.00134760697067273,0.0061336251436168,0.018820887287546,0.0620933193427141
,0.0167822893689606,0.00142826896414482,0.0208967308372789,0.00229354884202378
,0.0319105117536247,0.00181966992993316,0.0338985348354708,0.0469376920215485
,0.0231295264663489,0.00618580184281495,0.0789592938099398,0.153848829144743
,0.0297580933337198,0.00773129466705289,0.011195649016752,0.0841142933089426
,0.022145261948168,0.00674585125052959,0.0599975576475914,0.0427829522385703
,0.0176134552847665,0.00585333986527188,0.0559642788601787,0.0860959098456317
,0.0371718154782798,0.0145698074512102,0.035853844144693,0.012076865894107
,0.0326598279172581,0.0009145600762946,0.0295906821849133,0.0249715777767362
,0.0338448419322974,0.00576487629921585,0.0447221030871257,0.00316279364598745
,0.0434852612083535,0.00419661683707904,0.0213942528836943,0.0588393557731527
,0.0272834189555097,0.0127246083754921,0.0291124211251527,0.00193090834274209
,'Mexiletine + Dofetilide',,,
,0.00117969575040466,0.00303279327646258,0.0442867869542379,0.0263968959082739
,0.00611548912650067,0.00145534014896953,0.0409697396660628,0.0241709587698391
,0.00330072685010038,0.00253818611211051,0.0696188269335708,0.0145463786833184
,0.00853131915006006,0.0102177761148001,0.0651263396207001,0.045464598241344
,0.0015907928134719,0.00711281215407769,0.0599965260716929,0.140462691266875
,0.00547876499162377,0.0160061311166269,0.0650263927539387,0.100614179336949
,0.00266927783006177,0.00832505830043541,0.0586278621520266,0.0585448096828272
,2.69E-05,0.0101853075622931,0.0848956558839231,0.0869690510723065
,0.00559701257596201,0.00203693588292552,0.0571162922258744,0.0231494971291189
,0.0126628665173552,0.00292178747961248,0.0405789300799082,0.0690947170779786
,0.00185293606213482,0.00109686822203972,0.0499193697686682,0.0420498464775252
,0.00563200324512586,0.000421613772643357,0.0718126991340121,0.0218759155384562
,0.00230962256190714,0.0111521323578183,0.0547012662609646,0.00151566227744122
